window_size,window_step,min_temp,max_temp,gaussian_blur_kernel_size,mask_type,bandpass_low_cut,bandpass_high_cut,mask_low_accuracy,mask_borders,dilate_kernel_size,id,rmse,mae,r2,true_respiratory_frequency,author,position,date
10,10,20,36,5,otsu,0.1,0.7,True,5,5,99957931387054381241,0.03296449001979509,0.03296449001979509,-inf,0.5,lucas,left,02
10,10,22,30,1,otsu,0.1,0.7,True,5,3,4834627823973099898,0.13605480790210275,0.13605480790210275,-inf,0.5,lucas,left,02
10,10,22,30,1,otsu,0.1,0.7,True,5,5,1537135154591627908,0.09912488766164279,0.09912488766164279,-inf,0.5,lucas,left,02
10,10,22,30,3,otsu,0.1,0.7,True,5,3,97144820670834269058,0.15994893819568948,0.15994893819568948,-inf,0.5,lucas,left,02
10,10,22,30,3,otsu,0.1,0.7,True,5,5,8062106198157982184,0.11832558403639909,0.11832558403639909,-inf,0.5,lucas,left,02
10,10,22,30,5,otsu,0.1,0.7,True,5,3,96528534367870178549,0.15199730710461973,0.15199730710461973,-inf,0.5,lucas,left,02
10,10,22,30,5,otsu,0.1,0.7,True,5,5,94400813586342283078,0.12846094697083077,0.12846094697083077,-inf,0.5,lucas,left,02
10,10,22,32,1,otsu,0.1,0.7,True,5,3,93813556568971503324,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,22,32,1,otsu,0.1,0.7,True,5,5,93750407018853110407,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,22,32,3,otsu,0.1,0.7,True,5,3,2857641842398878262,0.027204860347515274,0.027204860347515274,-inf,0.5,lucas,left,02
10,10,22,32,3,otsu,0.1,0.7,True,5,5,8275522301207481509,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,22,32,5,otsu,0.1,0.7,True,5,3,91647665286770367527,0.027204860347515274,0.027204860347515274,-inf,0.5,lucas,left,02
10,10,22,32,5,otsu,0.1,0.7,True,5,5,94823340637429602347,0.027204860347515274,0.027204860347515274,-inf,0.5,lucas,left,02
10,10,22,34,1,otsu,0.1,0.7,True,5,3,95739851465081332693,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,22,34,1,otsu,0.1,0.7,True,5,5,8225716434219350414,0.028059190127678723,0.028059190127678723,-inf,0.5,lucas,left,02
10,10,22,34,3,otsu,0.1,0.7,True,5,3,92726548072390456748,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,22,34,3,otsu,0.1,0.7,True,5,5,97781445981219180815,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,22,34,5,otsu,0.1,0.7,True,5,3,99289866576688722257,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,22,34,5,otsu,0.1,0.7,True,5,5,93727009170964130984,0.029656977102278135,0.029656977102278135,-inf,0.5,lucas,left,02
10,10,22,36,1,otsu,0.1,0.7,True,5,3,92723666201270522551,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,22,36,1,otsu,0.1,0.7,True,5,5,6921757507724389409,0.029656977102278135,0.029656977102278135,-inf,0.5,lucas,left,02
10,10,22,36,3,otsu,0.1,0.7,True,5,3,98561814286980977168,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,22,36,3,otsu,0.1,0.7,True,5,5,4368296530028592964,0.03296449001979509,0.03296449001979509,-inf,0.5,lucas,left,02
10,10,22,36,5,otsu,0.1,0.7,True,5,3,94008905217448903724,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,22,36,5,otsu,0.1,0.7,True,5,5,2228703670327880362,0.03296449001979509,0.03296449001979509,-inf,0.5,lucas,left,02
10,10,24,30,1,otsu,0.1,0.7,True,5,3,8352508157874432061,0.14140350882393152,0.14140350882393152,-inf,0.5,lucas,left,02
10,10,24,30,1,otsu,0.1,0.7,True,5,5,6562400762536627377,0.09912488766164279,0.09912488766164279,-inf,0.5,lucas,left,02
10,10,24,30,3,otsu,0.1,0.7,True,5,3,99673993855048585270,0.16412128923420516,0.16412128923420516,-inf,0.5,lucas,left,02
10,10,24,30,3,otsu,0.1,0.7,True,5,5,97114911370422689801,0.11832558403639909,0.11832558403639909,-inf,0.5,lucas,left,02
10,10,24,30,5,otsu,0.1,0.7,True,5,3,8986089937648098292,0.15702293782127466,0.15702293782127466,-inf,0.5,lucas,left,02
10,10,24,30,5,otsu,0.1,0.7,True,5,5,8193174375369071190,0.12184251181541812,0.12184251181541812,-inf,0.5,lucas,left,02
10,10,24,32,1,otsu,0.1,0.7,True,5,3,5590833398522380736,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,24,32,1,otsu,0.1,0.7,True,5,5,95187397425194133654,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,24,32,3,otsu,0.1,0.7,True,5,3,6869423610987182572,0.027204860347515274,0.027204860347515274,-inf,0.5,lucas,left,02
10,10,24,32,3,otsu,0.1,0.7,True,5,5,3869015369654600462,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,24,32,5,otsu,0.1,0.7,True,5,3,91085630871258386310,0.027204860347515274,0.027204860347515274,-inf,0.5,lucas,left,02
10,10,24,32,5,otsu,0.1,0.7,True,5,5,1297761116148116163,0.027204860347515274,0.027204860347515274,-inf,0.5,lucas,left,02
10,10,24,34,1,otsu,0.1,0.7,True,5,3,90801806310906647135,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,24,34,1,otsu,0.1,0.7,True,5,5,96069819463649349451,0.028059190127678723,0.028059190127678723,-inf,0.5,lucas,left,02
10,10,24,34,3,otsu,0.1,0.7,True,5,3,3461392770055271394,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,24,34,3,otsu,0.1,0.7,True,5,5,4244422715289080103,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,24,34,5,otsu,0.1,0.7,True,5,3,4342762725784118570,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,24,34,5,otsu,0.1,0.7,True,5,5,1361153157721915492,0.029656977102278135,0.029656977102278135,-inf,0.5,lucas,left,02
10,10,24,36,1,otsu,0.1,0.7,True,5,3,1454359186659070115,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,24,36,1,otsu,0.1,0.7,True,5,5,912089047077432332,0.029656977102278135,0.029656977102278135,-inf,0.5,lucas,left,02
10,10,24,36,3,otsu,0.1,0.7,True,5,3,4192142232695400275,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,24,36,3,otsu,0.1,0.7,True,5,5,97698571389477150849,0.03296449001979509,0.03296449001979509,-inf,0.5,lucas,left,02
10,10,24,36,5,otsu,0.1,0.7,True,5,3,3516681688234926078,0.02879823192176639,0.02879823192176639,-inf,0.5,lucas,left,02
10,10,24,36,5,otsu,0.1,0.7,True,5,5,2152812440223796679,0.03296449001979509,0.03296449001979509,-inf,0.5,lucas,left,02
